Latitude,Longitude,Garbage Percentage,Threshold,Timestamp
30.517,76.661,93.71434827085875,50,2025-03-17 22:48:33
30.517,76.661,87.35431185835697,50,2025-03-17 22:48:34
30.517,76.661,81.85304255248099,50,2025-03-17 22:48:34
30.517,76.661,94.21705015572897,50,2025-03-17 22:48:35
30.517,76.661,77.78494857636605,50,2025-03-17 22:48:35
30.517,76.661,92.41511588979371,50,2025-03-17 22:48:35
30.517,76.661,88.96475538282701,50,2025-03-17 22:48:36
30.517,76.661,74.06111293549714,50,2025-03-17 22:48:36
30.517,76.661,76.12145918048975,50,2025-03-17 22:48:37
30.517,76.661,88.14278243776822,50,2025-03-17 22:48:37
30.517,76.661,88.5611843727813,50,2025-03-17 22:48:37
30.517,76.661,151.5179411403784,50,2025-03-17 22:48:38
30.517,76.661,148.76451865717175,50,2025-03-17 22:48:38
30.517,76.661,158.06020525989808,50,2025-03-17 22:48:38
30.517,76.661,214.1762941980101,50,2025-03-17 22:48:39
30.517,76.661,151.3004446177867,50,2025-03-17 22:48:39
30.517,76.661,91.97903471137269,50,2025-03-17 22:48:40
30.517,76.661,90.8023273755766,50,2025-03-17 22:48:40
30.517,76.661,95.26755652104005,50,2025-03-17 22:48:40
30.517,76.661,96.92828613967002,50,2025-03-17 22:48:41
30.517,76.661,100.9125392275203,50,2025-03-17 22:48:41
30.517,76.661,101.3413175329974,50,2025-03-17 22:48:42
30.517,76.661,163.15325585592817,50,2025-03-17 22:48:42
30.517,76.661,162.07440767107414,50,2025-03-17 22:48:42
30.517,76.661,160.5925819345903,50,2025-03-17 22:48:43
30.517,76.661,147.90018611439953,50,2025-03-17 22:48:43
30.517,76.661,177.56942206268036,50,2025-03-17 22:48:44
30.517,76.661,182.91193633634336,50,2025-03-17 22:48:44
30.517,76.661,144.2916070232602,50,2025-03-17 22:48:44
30.517,76.661,88.39360529302792,50,2025-03-17 22:48:45
30.517,76.661,87.1616216745401,50,2025-03-17 22:48:45
30.517,76.661,93.1577846688569,50,2025-03-17 22:48:45
30.517,76.661,217.61194216068148,50,2025-03-17 22:48:46
30.517,76.661,163.6941787808452,50,2025-03-17 22:48:46
30.517,76.661,165.897730049472,50,2025-03-17 22:48:46
30.517,76.661,151.8644501043503,50,2025-03-17 22:48:47
30.517,76.661,146.154033466931,50,2025-03-17 22:48:47
30.517,76.661,124.86465466679057,50,2025-03-17 22:48:47
30.517,76.661,122.45875388424801,50,2025-03-17 22:48:48
30.517,76.661,169.94880766069323,50,2025-03-17 22:48:48
30.517,76.661,168.86955922918753,50,2025-03-17 22:48:49
30.517,76.661,136.83517678688835,50,2025-03-17 22:48:49
30.517,76.661,93.55698070283445,50,2025-03-17 22:48:49
30.517,76.661,117.28488049650822,50,2025-03-17 22:48:50
30.517,76.661,167.78889767720494,50,2025-03-17 22:48:50
30.517,76.661,176.6317001891981,50,2025-03-17 22:48:50
30.517,76.661,141.39057659670448,50,2025-03-17 22:48:50
30.517,76.661,136.86691568610775,50,2025-03-17 22:48:51
30.517,76.661,111.6859587163486,50,2025-03-17 22:48:51
30.517,76.661,109.97686400715642,50,2025-03-17 22:48:52
30.517,76.661,109.88580746911765,50,2025-03-17 22:48:52
30.517,76.661,106.03669181880471,50,2025-03-17 22:48:52
30.517,76.661,58.88944520645381,50,2025-03-17 22:48:53
30.517,76.661,60.75078919752283,50,2025-03-17 22:48:53
30.517,76.661,70.79878225304023,50,2025-03-17 22:48:53
30.517,76.661,75.21069741678446,50,2025-03-17 22:48:54
30.517,76.661,147.42155891848256,50,2025-03-17 22:48:54
30.517,76.661,154.18711006782888,50,2025-03-17 22:48:54
30.517,76.661,155.20033019446447,50,2025-03-17 22:48:55
30.517,76.661,151.18413618724932,50,2025-03-17 22:48:55
30.517,76.661,151.80917105442003,50,2025-03-17 22:48:56
30.517,76.661,115.1979914433014,50,2025-03-17 22:48:56
30.517,76.661,62.66729564275757,50,2025-03-17 22:48:56
30.517,76.661,62.70064597644179,50,2025-03-17 22:48:57
30.517,76.661,141.19635363793208,50,2025-03-17 22:48:57
30.517,76.661,61.64942461342867,50,2025-03-17 22:48:58
30.517,76.661,72.38365585528118,50,2025-03-17 22:48:58
30.517,76.661,91.59394023199302,50,2025-03-17 22:48:58
30.517,76.661,113.95457235056605,50,2025-03-17 22:48:59
30.517,76.661,97.39246178567673,50,2025-03-17 22:48:59
30.517,76.661,116.53846550928321,50,2025-03-17 22:49:00
30.517,76.661,112.88579955517115,50,2025-03-17 22:49:00
30.517,76.661,118.08445052154642,50,2025-03-17 22:49:01
30.517,76.661,105.63819851130832,50,2025-03-17 22:49:01
30.517,76.661,97.7288618536289,50,2025-03-17 22:49:01
30.517,76.661,81.91682095452748,50,2025-03-17 22:49:02
30.517,76.661,92.74401507154232,50,2025-03-17 22:49:02
30.517,76.661,84.40205409223093,50,2025-03-17 22:49:03
30.517,76.661,86.91374870859171,50,2025-03-17 22:49:03
30.517,76.661,103.84726916984657,50,2025-03-17 22:49:03
30.517,76.661,97.27266560715269,50,2025-03-17 22:49:04
30.517,76.661,92.56252652472074,50,2025-03-17 22:49:04
30.517,76.661,81.36005265940732,50,2025-03-17 22:49:05
30.517,76.661,78.06539043348329,50,2025-03-17 22:49:05
30.517,76.661,73.61644154075093,50,2025-03-17 22:49:05
30.517,76.661,79.27532683404232,50,2025-03-17 22:49:06
30.517,76.661,77.34354419516137,50,2025-03-17 22:49:06
30.517,76.661,78.01440295828633,50,2025-03-17 22:49:07
30.517,76.661,80.97288147103384,50,2025-03-17 22:49:07
30.517,76.661,83.32009627253416,50,2025-03-17 22:49:07
30.517,76.661,96.09595101892619,50,2025-03-17 22:49:08
30.517,76.661,100.75242463141805,50,2025-03-17 22:49:08
30.517,76.661,98.25206674305949,50,2025-03-17 22:49:09
30.517,76.661,79.51338013365287,50,2025-03-17 22:49:09
30.517,76.661,80.58714327504897,50,2025-03-17 22:49:09
30.517,76.661,94.11297624809146,50,2025-03-17 22:49:10
30.517,76.661,74.83146136196967,50,2025-03-17 22:49:10
30.517,76.661,70.37998281446671,50,2025-03-17 22:49:10
30.517,76.661,71.427269909368,50,2025-03-17 22:49:11
30.517,76.661,70.07030839744294,50,2025-03-17 22:49:11
30.517,76.661,70.93858310764405,50,2025-03-17 22:49:12
30.517,76.661,74.2076320909982,50,2025-03-17 22:49:12
30.517,76.661,75.95441228264413,50,2025-03-17 22:49:12
30.517,76.661,75.56135364852648,50,2025-03-17 22:49:13
30.517,76.661,100.75956726329318,50,2025-03-17 22:49:13
30.517,76.661,165.86654139676472,50,2025-03-17 22:49:14
30.517,76.661,177.57266646084693,50,2025-03-17 22:49:14
30.517,76.661,165.57978239233913,50,2025-03-17 22:49:14
30.517,76.661,169.28992011831338,50,2025-03-17 22:49:15
30.517,76.661,162.5250063728539,50,2025-03-17 22:49:15
30.517,76.661,166.90532315945558,50,2025-03-17 22:49:16
30.517,76.661,170.5339401567121,50,2025-03-17 22:49:16
30.517,76.661,71.54583975880976,50,2025-03-17 22:49:16
30.517,76.661,116.80649072527602,50,2025-03-17 22:49:17
30.517,76.661,137.6534663939773,50,2025-03-17 22:49:17
30.517,76.661,140.4162909992184,50,2025-03-17 22:49:18
30.517,76.661,138.73871129531489,50,2025-03-17 22:49:18
30.517,76.661,137.3399360212702,50,2025-03-17 22:49:18
30.517,76.661,110.02196753815696,50,2025-03-17 22:49:19
30.517,76.661,98.66019744016653,50,2025-03-17 22:49:19
30.517,76.661,94.58267057146624,50,2025-03-17 22:49:19
30.517,76.661,97.29957514832005,50,2025-03-17 22:49:20
30.517,76.661,111.99286570988427,50,2025-03-17 22:49:20
30.517,76.661,189.000920368619,50,2025-03-17 22:49:21
30.517,76.661,115.29527543351668,50,2025-03-17 22:49:21
30.517,76.661,190.32088708894491,50,2025-03-17 22:49:21
30.517,76.661,193.80637354723123,50,2025-03-17 22:49:22
30.517,76.661,200.23957489747298,50,2025-03-17 22:49:22
30.517,76.661,122.5407090656002,50,2025-03-17 22:49:22
30.517,76.661,109.83940290510441,50,2025-03-17 22:49:23
30.517,76.661,109.62871230541293,50,2025-03-17 22:49:23
30.517,76.661,110.36241093980273,50,2025-03-17 22:49:23
30.517,76.661,183.8352990427303,50,2025-03-17 22:49:24
30.517,76.661,108.42834231289584,50,2025-03-17 22:49:24
30.517,76.661,187.44935616729626,50,2025-03-17 22:49:25
30.517,76.661,211.74286896100276,50,2025-03-17 22:49:25
30.517,76.661,135.11232417302733,50,2025-03-17 22:49:25
30.517,76.661,138.6225300098405,50,2025-03-17 22:49:26
30.517,76.661,138.33720801349202,50,2025-03-17 22:49:26
30.517,76.661,131.53298211884095,50,2025-03-17 22:49:27
30.517,76.661,139.1301033479717,50,2025-03-17 22:49:27
30.517,76.661,143.40017142943447,50,2025-03-17 22:49:27
30.517,76.661,136.26633019805334,50,2025-03-17 22:49:28
30.517,76.661,134.7048102951069,50,2025-03-17 22:49:28
30.517,76.661,232.52322615031682,50,2025-03-17 22:49:28
30.517,76.661,129.36063976627733,50,2025-03-17 22:49:29
30.517,76.661,126.36800136962837,50,2025-03-17 22:49:29
30.517,76.661,122.80320518380408,50,2025-03-17 22:49:30
30.517,76.661,121.41312700148512,50,2025-03-17 22:49:30
30.517,76.661,123.38271529568617,50,2025-03-17 22:49:31
30.517,76.661,120.84370538003336,50,2025-03-17 22:49:31
30.517,76.661,125.67078694156399,50,2025-03-17 22:49:31
30.517,76.661,124.13631584741387,50,2025-03-17 22:49:32
30.517,76.661,125.10341530499214,50,2025-03-17 22:49:32
30.517,76.661,122.95786554655987,50,2025-03-17 22:49:32
30.517,76.661,95.95289308325358,50,2025-03-17 22:49:33
30.517,76.661,97.68934673730624,50,2025-03-17 22:49:33
30.517,76.661,94.81592038434977,50,2025-03-17 22:49:34
30.517,76.661,98.54233445806695,50,2025-03-17 22:49:34
30.517,76.661,98.84937995861783,50,2025-03-17 22:49:34
30.517,76.661,99.00492566310658,50,2025-03-17 22:49:35
30.517,76.661,98.06942325789716,50,2025-03-17 22:49:35
30.517,76.661,99.49961195566617,50,2025-03-17 22:49:35
30.517,76.661,108.64567744118861,50,2025-03-17 22:49:36
30.517,76.661,122.48613395141643,50,2025-03-17 22:49:36
30.517,76.661,127.57668848182011,50,2025-03-17 22:49:37
30.517,76.661,132.9121524876215,50,2025-03-17 22:49:37
30.517,76.661,134.1082590133485,50,2025-03-17 22:49:37
30.517,76.661,133.27262695836092,50,2025-03-17 22:49:37
30.517,76.661,132.90461957541973,50,2025-03-17 22:49:38
30.517,76.661,200.96630599735823,50,2025-03-17 22:49:38
30.517,76.661,129.1305122921663,50,2025-03-17 22:49:38
30.517,76.661,121.05805253414819,50,2025-03-17 22:49:39
30.517,76.661,122.42782931026028,50,2025-03-17 22:49:39
30.517,76.661,123.57105310232575,50,2025-03-17 22:49:39
30.517,76.661,124.60116532051674,50,2025-03-17 22:49:40
30.517,76.661,116.91167650886021,50,2025-03-17 22:49:40
30.517,76.661,111.37137668974191,50,2025-03-17 22:49:41
30.517,76.661,112.88571391383226,50,2025-03-17 22:49:41
30.517,76.661,123.98346751962397,50,2025-03-17 22:49:41
30.517,76.661,113.84284232853167,50,2025-03-17 22:49:42
30.517,76.661,117.55331874555867,50,2025-03-17 22:49:42
30.517,76.661,122.10112100332256,50,2025-03-17 22:49:42
30.517,76.661,121.83023139182629,50,2025-03-17 22:49:43
30.517,76.661,125.23097607019918,50,2025-03-17 22:49:43
30.517,76.661,108.97339312539049,50,2025-03-17 22:49:43
30.517,76.661,181.28121759425946,50,2025-03-17 22:49:44
30.517,76.661,173.43436198143434,50,2025-03-17 22:49:44
30.517,76.661,105.64116560583605,50,2025-03-17 22:49:44
30.517,76.661,109.1452606022282,50,2025-03-17 22:49:45
30.517,76.661,104.1497708444792,50,2025-03-17 22:49:45
30.517,76.661,112.74712884636241,50,2025-03-17 22:49:46
30.517,76.661,117.83941676841123,50,2025-03-17 22:49:46
30.517,76.661,120.99143558840805,50,2025-03-17 22:49:47
30.517,76.661,106.20037553372677,50,2025-03-17 22:49:48
30.517,76.661,108.14627460932174,50,2025-03-17 22:49:48
30.517,76.661,106.08523088535588,50,2025-03-17 22:49:48
30.517,76.661,108.5804259508425,50,2025-03-17 22:49:49
30.517,76.661,111.16391368788905,50,2025-03-17 22:49:49
30.517,76.661,113.20385724605082,50,2025-03-17 22:49:50
30.517,76.661,112.39006262106683,50,2025-03-17 22:49:50
30.517,76.661,117.00948690358994,50,2025-03-17 22:49:51
30.517,76.661,125.5831609266995,50,2025-03-17 22:49:52
30.517,76.661,119.35665474931258,50,2025-03-17 22:49:52
30.517,76.661,117.62239870509144,50,2025-03-17 22:49:53
30.517,76.661,116.14709203514506,50,2025-03-17 22:49:53
30.517,76.661,111.65612665077754,50,2025-03-17 22:49:53
30.517,76.661,107.48567338556312,50,2025-03-17 22:49:54
30.517,76.661,125.32464232851738,50,2025-03-17 22:49:54
30.517,76.661,129.48280533355327,50,2025-03-17 22:49:54
30.517,76.661,115.63202330027474,50,2025-03-17 22:49:55
30.517,76.661,115.50154390640299,50,2025-03-17 22:49:55
30.517,76.661,101.29378141662666,50,2025-03-17 22:49:56
30.517,76.661,105.04104248729004,50,2025-03-17 22:49:56
30.517,76.661,101.02331315998943,50,2025-03-17 22:49:56
30.517,76.661,114.86032664402379,50,2025-03-17 22:49:57
30.517,76.661,121.84527426249754,50,2025-03-17 22:49:57
30.517,76.661,123.3176410265508,50,2025-03-17 22:49:57
30.517,76.661,112.93514914175975,50,2025-03-17 22:49:58
30.517,76.661,108.37164216677333,50,2025-03-17 22:49:58
30.517,76.661,107.10569007271123,50,2025-03-17 22:49:58
30.517,76.661,106.52905491958136,50,2025-03-17 22:49:59
30.517,76.661,104.74753042520513,50,2025-03-17 22:49:59
30.517,76.661,105.75964790397964,50,2025-03-17 22:50:00
30.517,76.661,109.32022559631736,50,2025-03-17 22:50:00
30.517,76.661,99.84727024816755,50,2025-03-17 22:50:00
30.517,76.661,104.91711877562639,50,2025-03-17 22:50:01
30.517,76.661,106.33414145409607,50,2025-03-17 22:50:01
30.517,76.661,94.28115396735888,50,2025-03-17 22:50:01
30.517,76.661,72.24088486638365,50,2025-03-17 22:50:02
30.517,76.661,77.95615969054683,50,2025-03-17 22:50:02
30.517,76.661,82.61630611289544,50,2025-03-17 22:50:03
30.517,76.661,81.29651242977258,50,2025-03-17 22:50:03
30.517,76.661,84.7145513771344,50,2025-03-17 22:50:04
30.517,76.661,89.48388371535133,50,2025-03-17 22:50:04
30.517,76.661,91.74887461672765,50,2025-03-17 22:50:05
30.517,76.661,72.93550495636786,50,2025-03-17 22:50:05
30.517,76.661,78.2492864157687,50,2025-03-17 22:50:05
30.517,76.661,87.5398458086199,50,2025-03-17 22:50:06
30.517,76.661,90.13716244645714,50,2025-03-17 22:50:06
30.517,76.661,84.17564463654703,50,2025-03-17 22:50:06
30.517,76.661,85.28546635872407,50,2025-03-17 22:50:07
30.517,76.661,84.36590291620286,50,2025-03-17 22:50:07
30.517,76.661,80.49771667625039,50,2025-03-17 22:50:07
30.517,76.661,81.94522766803925,50,2025-03-17 22:50:08
30.517,76.661,97.95746093356745,50,2025-03-17 22:50:08
30.517,76.661,90.08392149537518,50,2025-03-17 22:50:08
30.517,76.661,88.18009591989842,50,2025-03-17 22:50:09
30.517,76.661,67.20736144406735,50,2025-03-17 22:50:09
30.517,76.661,86.9182012185455,50,2025-03-17 22:50:09
30.517,76.661,94.11966149825344,50,2025-03-17 22:50:10
30.517,76.661,97.09653384422651,50,2025-03-17 22:50:10
30.517,76.661,84.07053541071285,50,2025-03-17 22:50:11
30.517,76.661,85.07053041641454,50,2025-03-17 22:50:11
30.517,76.661,85.27332454454721,50,2025-03-17 22:50:11
30.517,76.661,86.53292409018391,50,2025-03-17 22:50:12
30.517,76.661,85.10011704124733,50,2025-03-17 22:50:12
30.517,76.661,87.341107828507,50,2025-03-17 22:50:12
30.517,76.661,104.16373322787791,50,2025-03-17 22:50:13
30.517,76.661,178.4771375124261,50,2025-03-17 22:50:13
30.517,76.661,179.66883262238224,50,2025-03-17 22:50:13
30.517,76.661,180.88711985714377,50,2025-03-17 22:50:14
30.517,76.661,183.83086879728393,50,2025-03-17 22:50:14
30.517,76.661,97.16337186080679,50,2025-03-17 22:50:14
30.517,76.661,96.1430596714074,50,2025-03-17 22:50:15
30.517,76.661,94.49290625377232,50,2025-03-17 22:50:15
30.517,76.661,93.10060850577672,50,2025-03-17 22:50:16
30.517,76.661,180.770073307511,50,2025-03-17 22:50:16
30.517,76.661,182.42763347718991,50,2025-03-17 22:50:16
30.517,76.661,181.78366661559284,50,2025-03-17 22:50:17
30.517,76.661,184.82035201838534,50,2025-03-17 22:50:17
30.517,76.661,179.51891568312263,50,2025-03-17 22:50:18
30.517,76.661,180.71537568736753,50,2025-03-17 22:50:18
30.517,76.661,96.25301844719851,50,2025-03-17 22:50:19
30.517,76.661,95.31820783296226,50,2025-03-17 22:50:19
30.517,76.661,90.21996665617536,50,2025-03-17 22:50:19
30.517,76.661,89.72326075252816,50,2025-03-17 22:50:20
30.517,76.661,66.59983798920992,50,2025-03-17 22:50:20
30.517,76.661,71.84211399991098,50,2025-03-17 22:50:21
30.517,76.661,178.13664165839612,50,2025-03-17 22:50:21
30.517,76.661,195.96589513306134,50,2025-03-17 22:50:21
30.517,76.661,85.03754969751762,50,2025-03-17 22:50:22
30.517,76.661,87.43698101962676,50,2025-03-17 22:50:22
30.517,76.661,87.94658904432046,50,2025-03-17 22:50:23
30.517,76.661,179.33838844076803,50,2025-03-17 22:50:23
30.517,76.661,177.79953582274146,50,2025-03-17 22:50:23
30.517,76.661,74.18613807331407,50,2025-03-17 22:50:24
30.517,76.661,93.07806252739933,50,2025-03-17 22:50:24
30.517,76.661,93.76069754933377,50,2025-03-17 22:50:24
30.517,76.661,77.11714516611991,50,2025-03-17 22:50:25
30.517,76.661,83.64198488265637,50,2025-03-17 22:50:25
30.517,76.661,77.94361537985944,50,2025-03-17 22:50:26
30.517,76.661,83.52725608935886,50,2025-03-17 22:50:26
30.517,76.661,77.09400282770477,50,2025-03-17 22:50:26
30.517,76.661,91.49454094472628,50,2025-03-17 22:50:27
30.517,76.661,77.79876516913056,50,2025-03-17 22:50:27
30.517,76.661,91.79997192577987,50,2025-03-17 22:50:28
30.517,76.661,164.1395529657154,50,2025-03-17 22:50:28
30.517,76.661,93.55096820608895,50,2025-03-17 22:50:28
30.517,76.661,96.77187185554598,50,2025-03-17 22:50:29
30.517,76.661,94.95797520759145,50,2025-03-17 22:50:29
30.517,76.661,93.21178636456952,50,2025-03-17 22:50:30
30.517,76.661,89.83864829751302,50,2025-03-17 22:50:30
30.517,76.661,85.88709046619081,50,2025-03-17 22:50:30
30.517,76.661,86.18476431471655,50,2025-03-17 22:50:31
30.517,76.661,85.52800770344612,50,2025-03-17 22:50:31
30.517,76.661,82.04860121253678,50,2025-03-17 22:50:32
30.517,76.661,71.56560808333487,50,2025-03-17 22:50:32
30.517,76.661,69.43529150921654,50,2025-03-17 22:50:32
30.517,76.661,70.43308088757516,50,2025-03-17 22:50:33
30.517,76.661,73.62019640847748,50,2025-03-17 22:50:33
30.517,76.661,74.28238026356819,50,2025-03-17 22:50:34
30.517,76.661,83.47755632472945,50,2025-03-17 22:50:34
30.517,76.661,83.48497575000678,50,2025-03-17 22:50:35
30.517,76.661,84.43051938610382,50,2025-03-17 22:50:35
30.517,76.661,198.24958328864602,50,2025-03-17 22:50:36
30.517,76.661,198.26092683895084,50,2025-03-17 22:50:36
30.517,76.661,200.15044408392714,50,2025-03-17 22:50:36
30.517,76.661,83.36304074873708,50,2025-03-17 22:50:37
30.517,76.661,202.1212016815705,50,2025-03-17 22:50:37
30.517,76.661,85.67884142275088,50,2025-03-17 22:50:38
30.517,76.661,83.52884198360643,50,2025-03-17 22:50:42
30.517,76.661,78.32311809480319,50,2025-03-17 22:50:42
30.517,76.661,85.39061616697869,50,2025-03-17 22:50:45
30.517,76.661,70.62967403098907,50,2025-03-17 22:50:45
30.517,76.661,174.21061349272534,50,2025-03-17 22:50:46
30.517,76.661,168.33837840437397,50,2025-03-17 22:50:46
30.517,76.661,169.58762438609682,50,2025-03-17 22:50:46
30.517,76.661,168.05093689336178,50,2025-03-17 22:50:47
30.517,76.661,80.66224708014276,50,2025-03-17 22:50:47
30.517,76.661,84.63235380368354,50,2025-03-17 22:50:48
30.517,76.661,83.5686012318396,50,2025-03-17 22:50:48
30.517,76.661,79.55297092332022,50,2025-03-17 22:50:48
30.517,76.661,74.62927920282809,50,2025-03-17 22:50:49
30.517,76.661,76.81437403271806,50,2025-03-17 22:50:49
30.517,76.661,206.89109606284126,50,2025-03-17 22:50:50
30.517,76.661,80.30017805842093,50,2025-03-17 22:50:50
